reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5
38e79664-42aa-4fff-a3d7-08c831778153,I can't able to see any comments of anyone post & also my insta front is white and can't able to see my following people recent post please solve this problem quickly.,male,"Cape Town, South Africa",2023-05-02,NEGATIVO,3,0.435851,0.030432038,0.025325019,0.45403498,0.021875411,0.0324816
ddfced8a-f510-468f-b5f6-2052f7073e82,"Ever since I got phished, I haven't been able to get into my account. I even changed my password and sent 2 face reveal videos. I cannot take a screenshot of the 'Error' screen. I've went through my phone number trying to login and it gives me an error. I go through my Gmail to change my password, I try to login, it doesn't say anything but gives me the option to login again. I spam login until it gives me another Error. I try logging in with Facebook, and it gives me another Error.",male,"Santiago, Chile",2024-09-20,NEGATIVO,1,0.25403762,0.5486329,0.021110052,0.13107413,0.0182285,0.026916731
48f19e98-3d26-4b3c-bb89-80db6639ff46,Respected Instagram admin: I am very happy to use this app.But I am unable to add to story any video please fix this bug as soon as possible. The app is somewhat distructive.And I am unable to add highlight. I hope that the admin will fix the bug as soon as possible And this the most worstttttt app I had ever seen 🙏,male,"Prague, Czech Republic",2021-06-05,NEGATIVO,0,0.53793967,0.36837062,0.022980811,0.02144029,0.019893471,0.029375238
955417af-827d-45fc-b6be-0ce678301893,most of the music added to reel and story is displaying audio unavailable after updating app,male,"Abu Dhabi, United Arab Emirates",2022-10-23,NEGATIVO,0,0.8337126,0.037838742,0.03151502,0.029378941,0.0272787,0.040276002
b734b40b-a340-4d0d-8eb1-a75033ec1a7d,I can't see filters in the camera please help,male,"Krakow, Poland",2022-02-05,NEGATIVO,2,0.39876842,0.04362987,0.4462041,0.033774838,0.03135318,0.046269584
4cd3dd11-4264-470a-803b-17739b188222,Good. Easy to use,male,"Edinburgh, United Kingdom",2021-11-06,NEGATIVO,0,0.7522942,0.056386482,0.04693694,0.043759003,0.040643748,0.0599797
fcac57c4-e9d0-45be-8320-8c431d97a923,professor,male,"Karachi, Pakistan",2022-04-12,NEGATIVO,5,0.15539974,0.19213073,0.1600802,0.14926584,0.13860266,0.2045208
19ff382f-7ff8-4364-a539-450b9f7909f1,Great,male,"Algiers, Algeria",2023-01-03,NEGATIVO,5,0.15539974,0.19213073,0.1600802,0.14926584,0.13860266,0.2045208
5454d590-20e5-4fb0-b5cd-8aa0ebfb19f0,Nz k sckakulaz Kadlmsgin,male,"Alexandria, Egypt",2023-03-29,NEGATIVO,5,0.15539974,0.19213073,0.1600802,0.14926584,0.13860266,0.2045208
bab28868-2a00-4a3c-b1c1-ca101dbb9a9b,When I upload reels it got Stuck,male,"Houston, United States",2023-11-22,NEGATIVO,2,0.041801274,0.051684663,0.6092595,0.0401568,0.20207037,0.05502737
2b42e21a-f61b-4c3b-9deb-5e5921ccf87e,Every time new real results vertical opposite ( 180 degree roatated,male,"Tripoli, Libya",2023-05-06,NEGATIVO,0,0.79507226,0.046627883,0.038855173,0.036208685,0.03362186,0.04961408
ec819be8-f991-4bb0-a7ac-18cef7d1aade,It's super Appa,male,"Quito, Ecuador",2024-07-23,NEGATIVO,2,0.06449785,0.07974303,0.65139514,0.061951987,0.05752627,0.08488575
41d0bc05-648c-4b67-b806-54958d667b26,𝓜𝓻..𝓗𝓲𝓽𝓽𝓾.𝓷𝓪𝓷𝓸𝓶𝓪,male,"Karachi, Pakistan",2022-05-12,NEGATIVO,5,0.15539974,0.19213073,0.1600802,0.14926584,0.13860266,0.2045208
d4af2421-be65-4409-99fa-2aa89be8c42e,Very bad I am unfollowing and it again following automatically,male,"Auckland, New Zealand",2025-06-10,NEGATIVO,3,0.045544844,0.056129105,0.046793167,0.75128233,0.040499076,0.0597515
774dd7a1-57d6-44f2-930e-2258bd43f25e,Kya Faltu App hai Ladkiya reply nah I deti😏😏,male,"Athens, Greece",2021-07-21,NEGATIVO,4,0.027182184,0.033680577,0.027997104,0.026102751,0.849247,0.035790347
72864398-1cdc-4ff9-b1c7-41cd55a2fbb1,"Honestly, they have the worst support. I've been reaching out trying to figure out why for some reason my account isn't able to use the add yours story feature and I still haven't heard from them. This has been going on for months.",male,"Phoenix, United States",2024-06-28,NEGATIVO,0,0.59792465,0.17948878,0.025892638,0.024148578,0.13932441,0.03322097
c817ce44-2d28-4e9b-ad89-e6c3fcf6631d,I can't get access to my Instagram account because I don't have access to the email and phone number I signed up with... I tried everything.. video selfie.. almost everything... I'm not making another account please may I have my account back,male,"Rabat, Morocco",2023-05-03,NEGATIVO,3,0.023101602,0.02879015,0.02380971,0.8732785,0.020582596,0.030437429
9effc907-537e-4182-a1a3-1e5573107211,Chat theme ka option nhi aa rha hai bohot bar help center se report kiya fir bhi nhi hua pls Instagram solve this problem,male,"Montreal, Canada",2023-12-25,NEGATIVO,1,0.022966862,0.8806029,0.023681121,0.022044877,0.020497028,0.030207174
49f6160e-c438-4afa-9684-3fa296dfd7aa,"How can we record voice message on Instagram?? Because, I'm unavailable to record my voice message in Instagram it is not working very well. Please resolve this problem.",male,"Marseille, France",2022-01-25,NEGATIVO,2,0.029531106,0.036670692,0.84028834,0.028345779,0.026316656,0.038847435
2404dc8c-8fde-4176-a76f-eb2ec5a72a9d,There is a problem with reels,male,"Phuket, Thailand",2022-05-02,NEGATIVO,2,0.05195672,0.0643397,0.71882826,0.04990309,0.046320535,0.06865172
